task_id,employee_id,project_id,task_name,task_type,complexity,priority,status,story_points,estimated_hours,actual_hours,progress_percent,start_date,end_date,sprint_no,bug_count,dependency_task_id,remarks,task_domain,required_skill_context
T012521,E00374,P00720,Validate feature pipeline,User Story,Low,High,In Progress,2,14,16,31,2025-03-12,2025-03-26,1,5,T004540,Security-sensitive,Backend,Python
T012522,E00156,P00669,Tune recommendation algorithm,User Story,Medium,Low,Blocked,5,50,36,27,2024-10-06,2024-10-10,10,0,T011999,Needs stakeholder sign-off,Backend,PostgreSQL; MongoDB
T012523,E00049,P00156,Audit admin access requests,Documentation,High,Medium,In Review,9,108,139,88,2024-02-10,2024-02-22,14,1,T007848,Support handoff required,DevOps/Cloud,SQL; Cybersecurity; AWS
T012524,E00013,P00020,Create weekly operations report,Analysis,Medium,Low,In Progress,4,48,35,70,2024-02-15,2024-02-23,1,1,NONE,Client-facing deliverable,Data/AI,Python
T012525,E00093,P00616,Update design system components,Bug Fix,High,Low,Done,12,120,133,100,2024-12-15,2024-12-31,2,1,NONE,Client-facing deliverable,Quality/Security,React
T012526,E00162,P00575,Deploy forecasting workflow,Documentation,Low,High,Done,2,18,13,100,2024-12-12,2024-12-18,7,1,NONE,Internal improvement,Backend,Python
T012527,E00368,P00775,Resolve SSO incident,Code Review,Medium,High,Done,4,20,20,100,2023-07-04,2023-07-18,1,2,T009063,Performance critical,Backend,Azure; Linux
T012528,E00211,P00856,Build order management API,Deployment,Medium,Critical,To Do,6,48,55,0,2024-12-08,2024-12-18,2,1,NONE,Needs stakeholder sign-off,DevOps/Cloud,Git
T012529,E00221,P00503,Develop customer onboarding screen,Testing,Low,High,In Progress,3,27,25,41,2024-01-09,2024-01-14,10,3,NONE,Requires approval,Quality/Security,Go
T012530,E00179,P00096,Migrate user mailboxes,Bug Fix,Medium,Low,To Do,7,42,47,0,2025-05-10,2025-05-13,2,3,NONE,Security-sensitive,Quality/Security,Cybersecurity
T012531,E00351,P00455,Develop customer onboarding screen,Bug Fix,High,Medium,To Do,11,99,78,0,2025-04-06,2025-04-19,7,3,T003548,Automation opportunity,Quality/Security,React
T012532,E00058,P00687,Provision staging cluster,Deployment,Low,Medium,In Progress,2,12,7,16,2024-09-18,2024-09-27,3,3,NONE,Needs stakeholder sign-off,DevOps/Cloud,Linux; Azure
T012533,E00041,P00477,Implement authentication flow,Feature Development,Medium,Low,In Review,6,60,67,78,2026-02-10,2026-02-18,7,2,NONE,High visibility,Backend,Go
T012534,E00281,P00690,Implement MFA enforcement,Documentation,Medium,Medium,In Progress,8,56,77,83,2024-12-28,2025-01-04,10,0,T010880,Security-sensitive,DevOps/Cloud,AWS; Kubernetes; Linux
T012535,E00331,P00438,Automate checkout test cases,Analysis,High,Medium,Done,12,84,65,100,2025-08-28,2025-08-31,1,2,NONE,Security-sensitive,Data/AI,Python
T012536,E00428,P00278,Write regression test suite,Code Review,Medium,Medium,To Do,8,96,121,0,2024-04-28,2024-05-06,7,1,T010414,High visibility,Backend,Java
T012537,E00279,P00374,Tune recommendation algorithm,Design,Low,Medium,In Progress,1,4,4,68,2025-12-06,2025-12-12,5,0,NONE,Support handoff required,Backend,Docker
T012538,E00159,P00816,Implement authentication flow,Bug Fix,Low,Low,To Do,2,20,14,0,2025-11-27,2025-12-12,2,0,T007863,Requires approval,Quality/Security,Django; Python
T012539,E00124,P00886,Prepare project governance pack,Feature Development,Medium,Medium,In Progress,6,54,40,38,2026-04-05,2026-03-05,2,2,NONE,Cross-team dependency,Backend,SQL
T012540,E00244,P00271,Investigate suspicious login events,Analysis,Low,Low,Blocked,2,14,9,26,2024-09-14,2024-09-26,9,3,NONE,Internal improvement,Data/AI,Linux
T012541,E00545,P00682,Resolve SSO incident,Feature Development,Low,Medium,In Progress,2,16,14,42,2024-05-05,2024-05-07,19,0,NONE,Client-facing deliverable,Backend,Linux
T012542,E00196,P00608,Audit accessibility gaps,Bug Fix,Medium,High,In Review,6,24,17,94,2026-01-16,2026-01-19,15,5,NONE,High visibility,Quality/Security,JavaScript
T012543,E00368,P00538,Prepare model monitoring dashboard,User Story,High,High,In Progress,8,48,30,57,2025-10-13,2025-10-17,8,0,NONE,Internal improvement,Backend,MongoDB
T012544,E00316,P00210,Tune recommendation algorithm,Testing,High,High,In Progress,12,72,58,18,2024-02-12,2024-03-03,11,3,NONE,Support handoff required,Quality/Security,PostgreSQL
T012545,E00024,P00123,Write regression test suite,Design,Medium,High,In Review,7,70,72,95,2025-02-17,2025-02-21,7,5,NONE,Internal improvement,Backend,Automation Testing
T012546,E00147,P00486,Train churn prediction model,Deployment,High,High,To Do,10,100,99,0,2023-06-12,2023-06-21,7,2,T010771,Client-facing deliverable,DevOps/Cloud,AWS
T012547,E00268,P00177,Validate release candidate,Bug Fix,Medium,Low,Done,7,35,31,100,2024-05-18,2024-05-30,20,1,NONE,Performance critical,Quality/Security,Python
T012548,E00117,P00252,Prepare endpoint compliance report,Testing,High,Low,In Progress,8,40,41,20,2025-09-05,2025-09-10,10,4,T005839,Performance critical,Quality/Security,Cybersecurity
T012549,E00045,P00161,Design checkout journey,Deployment,Medium,High,Blocked,5,60,55,6,2025-05-14,2025-05-23,1,2,NONE,Automation opportunity,DevOps/Cloud,Git
T012550,E00254,P00384,Prepare model monitoring dashboard,Code Review,Medium,Medium,In Review,7,63,68,95,2025-09-23,2025-10-04,14,5,NONE,Support handoff required,Backend,Python
T012551,E00121,P00598,Write regression test suite,Bug Fix,Medium,High,To Do,6,48,46,0,2023-08-02,2023-08-13,2,1,T004730,Support handoff required,Quality/Security,Python; Java
T012552,E00925,P00765,Define release scope,Feature Development,Low,High,In Progress,2,14,16,71,2025-03-19,2025-03-26,4,0,NONE,High visibility,Backend,UI/UX Design
T012553,E00555,P00460,Resolve SSO incident,Feature Development,Medium,Medium,To Do,7,35,27,0,2025-06-29,2025-07-10,1,5,NONE,Performance critical,Backend,Azure
T012554,E00309,P00569,Roll out device encryption policy,Design,Medium,High,To Do,6,24,22,0,2025-07-09,2025-07-18,10,1,NONE,Automation opportunity,DevOps/Cloud,AWS
T012555,E00348,P00607,Coordinate cutover plan,Design,Low,Medium,In Review,3,33,31,92,2026-03-08,2026-03-13,1,0,NONE,Automation opportunity,Backend,Git
T012556,E00230,P00818,Provision staging cluster,Feature Development,Medium,Medium,To Do,7,56,40,0,2023-10-26,2023-11-08,5,1,NONE,Automation opportunity,Backend,Docker; Cybersecurity
T012557,E00091,P00725,Track milestone risks,Research,High,Medium,Blocked,9,54,32,69,2026-04-13,2026-04-21,1,3,NONE,Needs stakeholder sign-off,Data/AI,Data Analysis
T012558,E00048,P00369,Validate release candidate,Documentation,High,Medium,In Progress,8,72,39,36,2023-12-03,2023-12-09,1,5,NONE,Automation opportunity,Backend,Java; Automation Testing
T012559,E00010,P00051,Prepare endpoint compliance report,Bug Fix,Low,Medium,Done,1,10,14,100,2024-09-29,2024-10-08,8,3,NONE,High visibility,Quality/Security,Cybersecurity
T012560,E00042,P00455,Integrate payment gateway,Testing,High,Low,In Progress,11,99,78,28,2025-02-02,2025-02-26,2,2,T010287,Performance critical,Quality/Security,Git
T012561,E00225,P00061,Prioritize sprint backlog,Analysis,Medium,Medium,In Review,5,20,26,85,2023-04-17,2023-04-26,4,3,NONE,Support handoff required,Data/AI,Data Analysis
T012562,E00103,P00372,Refine mobile navigation flow,Research,Medium,Medium,In Review,5,60,60,85,2026-01-16,2026-01-28,1,4,NONE,Requires approval,Data/AI,JavaScript
T012563,E00200,P00841,Track milestone risks,User Story,Low,High,To Do,1,7,7,0,2023-11-02,2023-11-10,12,5,T005239,Automation opportunity,Backend,Linux
T012564,E00321,P00374,Validate feature pipeline,Research,Medium,High,In Progress,3,18,16,19,2025-09-12,2025-09-21,2,3,NONE,Needs stakeholder sign-off,Data/AI,Data Analysis
T012565,E00524,P00277,Audit admin access requests,Testing,Medium,Medium,Done,6,24,25,100,2026-01-12,2026-01-16,14,3,NONE,Requires approval,Quality/Security,Azure
T012566,E00307,P00118,Prepare model monitoring dashboard,Feature Development,Low,Medium,In Review,2,20,22,94,2025-07-16,2025-07-23,5,3,NONE,Client-facing deliverable,Backend,PostgreSQL
T012567,E00158,P00736,Implement authentication flow,Analysis,High,High,In Progress,11,66,75,57,2025-12-14,2025-12-21,13,2,NONE,Needs stakeholder sign-off,Data/AI,Rust
T012568,E00050,P00442,Audit admin access requests,Research,Medium,Low,To Do,7,70,81,0,2024-10-10,2024-10-15,1,5,T008007,Performance critical,Data/AI,Cybersecurity; Git
T012569,E00264,P00729,Audit admin access requests,Research,Low,Critical,Blocked,2,24,14,52,2023-02-21,2023-03-02,3,1,NONE,Needs stakeholder sign-off,Data/AI,Cybersecurity
T012570,E00004,P00171,Design checkout journey,User Story,Low,High,Blocked,2,10,5,30,2024-06-26,2024-07-07,3,2,NONE,Client-facing deliverable,Backend,JavaScript
T012571,E00147,P00316,Prepare project governance pack,Design,Medium,High,To Do,3,15,9,0,2023-06-19,2023-06-25,6,3,NONE,Client-facing deliverable,DevOps/Cloud,Data Analysis; SQL
T012572,E00365,P00267,Write regression test suite,Code Review,Medium,Medium,To Do,6,30,33,0,2025-06-29,2025-07-12,19,5,NONE,Client-facing deliverable,Backend,Automation Testing; JavaScript; Testing
T012573,E00078,P00893,Roll out device encryption policy,Feature Development,Low,High,To Do,1,11,13,0,2026-02-15,2026-02-17,1,5,NONE,Automation opportunity,Backend,AWS
T012574,E00025,P00383,Implement authentication flow,Bug Fix,Medium,High,In Review,6,60,81,82,2023-09-19,2023-09-29,3,2,NONE,High visibility,Quality/Security,Java
T012575,E00039,P00491,Execute performance test plan,Analysis,Low,Low,In Review,2,22,23,89,2024-06-18,2024-07-03,1,2,NONE,Internal improvement,Data/AI,Python; Java
T012576,E00171,P00346,Set up secret rotation,Feature Development,Low,Low,Blocked,3,27,14,22,2026-01-05,2026-01-16,1,0,NONE,Client-facing deliverable,Backend,Git
T012577,E00074,P00482,Create weekly operations report,Design,High,Medium,Done,11,110,68,100,2023-05-14,2023-05-22,3,0,NONE,Automation opportunity,Backend,Azure; Git
T012578,E00565,P00525,Provision staging cluster,Research,Low,High,Done,3,30,36,100,2026-02-20,2026-02-25,4,1,NONE,Requires approval,Data/AI,DevOps; Docker; Linux
T012579,E00304,P00447,Test API contract changes,Code Review,Medium,High,Done,3,21,12,100,2023-12-01,2023-12-13,14,1,T011062,High visibility,Backend,Java
T012580,E00011,P00653,Build order management API,Code Review,Low,High,In Review,2,12,11,87,2026-03-12,2026-03-21,4,3,T011825,Requires approval,Backend,Rust
T012581,E00289,P00515,Create responsive dashboard mockups,User Story,Low,Medium,In Review,3,15,14,91,2024-09-19,2024-09-30,3,0,NONE,Security-sensitive,Backend,Git
T012582,E00221,P00537,Build executive KPI dashboard,Code Review,High,Medium,Done,10,120,118,100,2024-02-26,2024-03-16,6,1,NONE,Cross-team dependency,Backend,SQL
T012583,E00279,P00238,Train churn prediction model,Code Review,Medium,Medium,In Progress,4,16,16,66,2024-03-30,2024-04-14,1,3,NONE,Automation opportunity,Backend,Python
T012584,E00228,P00156,Resolve SSO incident,Bug Fix,Low,Medium,Done,1,4,4,100,2023-10-17,2023-10-29,2,0,NONE,Client-facing deliverable,Quality/Security,Cybersecurity
T012585,E00389,P00556,Test API contract changes,Feature Development,Medium,Medium,Blocked,3,15,2,48,2024-01-12,2024-01-17,4,1,T002719,Security-sensitive,Backend,Automation Testing
T012586,E00045,P00105,Create responsive dashboard mockups,Bug Fix,Medium,Low,To Do,4,40,40,0,2024-04-19,2024-04-29,14,5,NONE,Needs stakeholder sign-off,Quality/Security,UI/UX Design; JavaScript
T012587,E00381,P00463,Conduct access review,Analysis,Low,Medium,To Do,2,18,9,0,2026-04-28,2026-02-19,2,2,NONE,Needs stakeholder sign-off,Data/AI,Cybersecurity; Git
T012588,E00140,P00223,Implement MFA enforcement,User Story,High,Medium,To Do,13,65,75,0,2025-05-09,2025-05-15,5,5,NONE,Security-sensitive,Backend,Kubernetes
T012589,E00050,P00190,Update resource forecast,User Story,Low,Medium,Blocked,1,10,5,67,2024-01-11,2024-01-14,18,3,T000046,High visibility,Backend,SQL
T012590,E00152,P00312,Model conversion funnel metrics,Design,Medium,Low,Done,6,30,15,100,2024-06-24,2024-06-28,2,2,T005224,Security-sensitive,Backend,PostgreSQL
T012591,E00134,P00876,Prepare project governance pack,Bug Fix,Medium,Medium,To Do,7,35,28,0,2025-09-27,2025-10-11,7,2,NONE,Security-sensitive,Quality/Security,SQL
T012592,E00056,P00883,Build order management API,Bug Fix,Low,Critical,To Do,1,7,6,0,2026-02-24,2026-03-11,8,4,NONE,Security-sensitive,Quality/Security,Laravel
T012593,E00186,P00276,Test API contract changes,User Story,Medium,Medium,In Progress,3,30,37,21,2025-01-13,2025-01-28,7,5,NONE,Security-sensitive,Backend,Python
T012594,E00041,P00401,Prepare endpoint compliance report,Feature Development,Low,High,To Do,1,9,9,0,2023-04-03,2023-04-14,1,2,NONE,Support handoff required,Backend,SQL
T012595,E00262,P00852,Deploy forecasting workflow,Analysis,Medium,High,In Review,4,44,47,82,2026-02-05,2026-02-09,17,3,NONE,Security-sensitive,Data/AI,Machine Learning; Data Analysis; Data Science
T012596,E00121,P00099,Define release scope,Deployment,Medium,Low,To Do,8,40,50,0,2025-03-09,2025-03-22,10,2,NONE,Performance critical,DevOps/Cloud,Git
T012597,E00076,P00028,Prepare endpoint compliance report,Documentation,High,High,To Do,10,50,48,0,2024-07-07,2024-07-28,6,0,NONE,High visibility,Backend,Linux
T012598,E00068,P00651,Test API contract changes,User Story,High,Medium,In Review,11,132,153,84,2026-02-03,2026-02-19,9,3,NONE,High visibility,Backend,Java
T012599,E00096,P00242,Coordinate cutover plan,Analysis,Medium,Medium,In Review,4,32,36,78,2023-10-28,2023-10-31,2,3,NONE,Needs stakeholder sign-off,Data/AI,Git
T012600,E00519,P00025,Patch vulnerable dependency,Code Review,Low,High,To Do,3,33,23,0,2025-02-25,2025-03-03,1,3,T004821,Cross-team dependency,Backend,Docker; Azure
T012601,E00215,P00470,Draft product requirements,Testing,Low,High,Done,3,30,39,100,2023-07-12,2023-07-23,10,2,NONE,Client-facing deliverable,Quality/Security,UI/UX Design
T012602,E00283,P00526,Investigate suspicious login events,Bug Fix,Medium,Low,Done,8,64,44,100,2025-11-01,2025-11-03,4,1,NONE,Client-facing deliverable,Quality/Security,Git
T012603,E00346,P00705,Clean transaction dataset,Documentation,Medium,Medium,To Do,4,16,19,0,2024-10-24,2024-11-01,2,3,NONE,Support handoff required,Backend,Git
T012604,E00639,P00342,Design checkout journey,Analysis,Medium,High,Done,8,72,47,100,2026-03-17,2026-03-31,1,1,NONE,Client-facing deliverable,Data/AI,JavaScript
T012605,E00337,P00183,Audit accessibility gaps,Testing,High,Low,To Do,11,88,99,0,2023-08-23,2023-09-05,1,0,T008729,Cross-team dependency,Quality/Security,Git; JavaScript
T012606,E00152,P00475,Clean transaction dataset,Code Review,Medium,Medium,In Progress,6,54,76,65,2024-10-18,2024-10-24,7,4,NONE,Needs stakeholder sign-off,Backend,PostgreSQL
T012607,E00175,P00757,Upgrade CI pipeline,Code Review,High,Medium,In Progress,9,72,68,57,2025-12-17,2026-01-01,1,5,NONE,Needs stakeholder sign-off,Backend,Go
T012608,E00516,P00362,Automate backup policy,Deployment,Medium,Medium,Done,6,48,45,100,2023-11-18,2023-11-21,6,5,NONE,Automation opportunity,DevOps/Cloud,Azure
T012609,E00081,P00567,Analyze user feedback trends,Research,Medium,Medium,In Progress,8,32,36,47,2024-01-14,2024-01-27,7,0,NONE,Automation opportunity,Data/AI,Data Analysis
T012610,E00196,P00192,Build reporting module,Design,High,Medium,To Do,11,44,40,0,2023-09-19,2023-09-27,1,3,NONE,High visibility,Backend,Git; PHP
T012611,E00034,P00860,Validate release candidate,Feature Development,High,High,Blocked,10,40,44,46,2025-05-10,2025-05-18,1,5,NONE,Cross-team dependency,Backend,JavaScript; Git; Automation Testing
T012612,E00196,P00564,Upgrade CI pipeline,Documentation,High,Critical,In Progress,8,40,41,17,2025-05-07,2025-05-22,2,0,T008722,Automation opportunity,DevOps/Cloud,Docker; Azure
T012613,E00081,P00774,Prepare model monitoring dashboard,Bug Fix,Medium,Medium,In Progress,8,40,37,72,2025-04-30,2025-05-15,7,4,T012498,Needs stakeholder sign-off,Quality/Security,Python; SQL
T012614,E00644,P00653,Build reporting module,Research,Medium,High,In Progress,6,72,63,52,2026-03-11,2026-03-18,3,0,NONE,High visibility,Data/AI,Rust
T012615,E00322,P00377,Coordinate cutover plan,Design,Medium,Low,In Progress,5,50,39,82,2025-03-03,2025-03-18,9,0,NONE,Internal improvement,Backend,Data Analysis
T012616,E00155,P00074,Prepare project governance pack,Code Review,High,Low,In Progress,8,88,75,35,2026-02-06,2026-02-20,1,1,NONE,High visibility,Backend,SQL
T012617,E00102,P00265,Integrate payment gateway,Research,Medium,Medium,In Progress,5,55,50,61,2025-09-19,2025-09-27,17,2,NONE,Performance critical,Data/AI,Git
T012618,E00351,P00132,Harden Kubernetes ingress,Analysis,Medium,High,To Do,6,24,21,0,2023-11-01,2023-11-15,18,2,T006581,Cross-team dependency,Data/AI,Azure
T012619,E00349,P00170,Develop customer onboarding screen,Testing,Low,Critical,To Do,3,12,10,0,2025-10-12,2025-10-16,6,5,T004344,High visibility,Quality/Security,Python
T012620,E00198,P00482,Create weekly operations report,Bug Fix,Medium,Medium,Done,5,45,65,100,2023-04-02,2023-04-06,6,2,NONE,Cross-team dependency,Quality/Security,SQL; Python
T012621,E00346,P00143,Build executive KPI dashboard,Feature Development,Low,Medium,In Progress,1,7,5,56,2025-11-12,2025-11-21,16,5,NONE,Needs stakeholder sign-off,Backend,MongoDB; SQL; Python
T012622,E00453,P00237,Build order management API,Documentation,Low,High,In Progress,1,11,11,39,2025-03-24,2025-04-08,4,2,T001083,Cross-team dependency,Backend,React
T012623,E00200,P00856,Build order management API,Testing,Low,Medium,To Do,3,36,40,0,2025-08-01,2025-08-16,19,0,NONE,Performance critical,Quality/Security,Flask; Django
T012624,E00179,P00562,Develop customer onboarding screen,Deployment,Medium,Medium,In Review,4,36,40,94,2026-04-12,2026-04-19,1,4,NONE,Internal improvement,DevOps/Cloud,Git
T012625,E00056,P00146,Prepare model monitoring dashboard,Code Review,Low,Critical,To Do,1,10,9,0,2024-11-27,2024-12-01,8,2,NONE,Client-facing deliverable,Backend,MongoDB
T012626,E00373,P00231,Model conversion funnel metrics,Code Review,Low,High,To Do,3,33,31,0,2025-05-10,2025-05-24,3,5,T012151,Needs stakeholder sign-off,Backend,Python; SQL
T012627,E00115,P00563,Build executive KPI dashboard,Bug Fix,High,Low,In Progress,10,40,43,67,2023-10-06,2023-11-05,2,4,NONE,Internal improvement,Quality/Security,SQL; PostgreSQL
T012628,E00062,P00890,Optimize search endpoint,User Story,Low,Critical,In Progress,3,30,31,32,2024-07-16,2024-07-28,20,0,T012595,Security-sensitive,Backend,Python; Django
T012629,E00249,P00130,Implement MFA enforcement,Research,Medium,Medium,In Progress,5,25,23,62,2025-10-29,2025-11-08,1,1,NONE,Security-sensitive,Data/AI,Linux
T012630,E00245,P00358,Upgrade CI pipeline,Research,High,High,To Do,8,40,26,0,2025-07-04,2025-07-12,17,1,NONE,Support handoff required,Data/AI,Git; Azure
T012631,E00175,P00652,Execute performance test plan,Testing,Medium,Medium,In Progress,4,28,25,82,2024-10-06,2024-10-18,4,4,T007304,Internal improvement,Quality/Security,Python
T012632,E00207,P00128,Review IAM policy changes,Design,Low,Low,In Review,1,10,7,84,2023-12-06,2023-12-19,5,4,NONE,Automation opportunity,DevOps/Cloud,DevOps; Cybersecurity
T012633,E00282,P00340,Migrate user mailboxes,Testing,Medium,Critical,In Progress,3,27,23,43,2024-04-29,2024-05-08,4,5,NONE,Client-facing deliverable,Quality/Security,SQL
T012634,E00331,P00510,Migrate user mailboxes,Design,High,Medium,Done,13,104,104,100,2026-03-21,2026-04-05,2,1,NONE,Automation opportunity,DevOps/Cloud,Linux; Azure
T012635,E00350,P00888,Build executive KPI dashboard,Research,Low,Low,Done,3,12,12,100,2026-01-07,2026-01-12,2,5,T003997,Cross-team dependency,Data/AI,Data Analysis
T012636,E00384,P00273,Validate release candidate,Feature Development,High,High,Blocked,9,90,98,36,2026-01-30,2026-02-16,5,4,NONE,Security-sensitive,Backend,Java
T012637,E00249,P00514,Harden Kubernetes ingress,User Story,Low,High,Done,3,36,31,100,2024-12-26,2024-12-30,5,3,NONE,Automation opportunity,Backend,Kubernetes
T012638,E00032,P00713,Develop customer onboarding screen,Design,Low,High,In Progress,3,12,14,56,2024-09-07,2024-09-19,14,3,NONE,Needs stakeholder sign-off,Backend,Flask; Laravel
T012639,E00282,P00167,Train churn prediction model,User Story,Low,High,In Review,1,5,5,81,2025-05-03,2025-05-16,5,4,NONE,Internal improvement,Backend,SQL
T012640,E00197,P00358,Configure observability alerts,User Story,Medium,High,To Do,4,20,25,0,2025-03-07,2025-03-19,15,0,NONE,Needs stakeholder sign-off,Backend,DevOps
T012641,E00049,P00067,Document vendor onboarding process,Code Review,Medium,Medium,Blocked,6,36,29,38,2025-07-12,2025-07-26,7,0,NONE,Requires approval,Backend,SQL
T012642,E00279,P00127,Implement MFA enforcement,Analysis,Low,Medium,In Review,3,18,14,96,2025-01-03,2025-01-10,2,2,T007823,High visibility,Data/AI,Linux; DevOps
T012643,E00046,P00246,Integrate payment gateway,Documentation,Low,Medium,In Progress,2,16,9,71,2025-09-25,2025-10-06,5,4,NONE,Security-sensitive,Backend,Git; Node.js
T012644,E00382,P00172,Document partner workflow,Documentation,High,Medium,In Review,8,64,68,96,2025-06-20,2025-07-08,4,1,NONE,Needs stakeholder sign-off,Backend,Git
T012645,E00284,P00563,Validate revenue attribution logic,Testing,High,High,In Progress,13,104,91,74,2024-01-28,2024-02-17,2,1,NONE,High visibility,Quality/Security,MongoDB
T012646,E00203,P00153,Audit accessibility gaps,Bug Fix,High,Medium,Blocked,12,120,58,8,2024-08-31,2024-09-15,6,0,NONE,Needs stakeholder sign-off,Quality/Security,Git; React
T012647,E00152,P00536,Optimize search endpoint,Analysis,High,Critical,In Progress,9,81,58,24,2023-11-02,2023-11-24,4,5,T010982,Cross-team dependency,Data/AI,Java; Git
T012648,E00091,P00478,Review IAM policy changes,Testing,Medium,Medium,Blocked,6,30,22,65,2024-04-07,2024-04-19,1,3,NONE,High visibility,Quality/Security,Cybersecurity
T012649,E00190,P00428,Track milestone risks,Documentation,Low,Low,In Progress,2,8,10,41,2025-08-03,2025-08-06,11,3,T005192,Security-sensitive,DevOps/Cloud,Git
T012650,E00117,P00003,Deploy forecasting workflow,Testing,High,Critical,In Review,11,55,50,76,2026-02-03,2026-02-18,2,1,NONE,Internal improvement,Quality/Security,MongoDB; Python; SQL
T012651,E00203,P00290,Refine mobile navigation flow,Research,High,High,In Progress,8,56,63,30,2024-05-14,2024-06-03,1,4,T009608,Requires approval,Data/AI,Git; JavaScript; React
T012652,E00018,P00864,Draft product requirements,Feature Development,High,High,In Progress,13,130,127,50,2024-01-24,2024-02-16,1,3,T010664,Security-sensitive,Backend,SQL
T012653,E00028,P00056,Automate checkout test cases,Bug Fix,Low,Medium,In Progress,3,24,17,69,2026-03-14,2026-03-20,16,2,NONE,Requires approval,Quality/Security,Python
T012654,E00058,P00739,Review IAM policy changes,Analysis,Medium,High,Done,3,21,24,100,2025-11-04,2025-11-12,2,4,T007991,Performance critical,Data/AI,Cybersecurity; Kubernetes
T012655,E00109,P00420,Tune recommendation algorithm,Analysis,Low,High,Blocked,3,15,6,43,2024-03-12,2024-03-20,8,4,NONE,Client-facing deliverable,Data/AI,Data Science
T012656,E00021,P00837,Migrate user mailboxes,User Story,High,Medium,To Do,13,156,156,0,2024-01-22,2024-02-04,3,1,NONE,Client-facing deliverable,Backend,Git
T012657,E00249,P00366,Create responsive dashboard mockups,Deployment,Medium,Low,To Do,6,60,55,0,2023-12-18,2023-12-27,7,2,NONE,Performance critical,DevOps/Cloud,JavaScript
T012658,E00412,P00211,Automate backup policy,Analysis,Medium,Medium,Done,6,24,28,100,2025-08-05,2025-08-20,11,1,NONE,Needs stakeholder sign-off,Data/AI,Linux
T012659,E00091,P00029,Audit admin access requests,Bug Fix,Medium,Low,To Do,8,32,24,0,2025-12-29,2025-12-31,2,2,NONE,Client-facing deliverable,Quality/Security,AWS; Linux
T012660,E00633,P00597,Update design system components,Research,Medium,Medium,To Do,7,28,30,0,2024-06-17,2024-06-28,18,5,NONE,Internal improvement,Data/AI,UI/UX Design
T012661,E00073,P00123,Execute performance test plan,Code Review,Low,High,In Progress,1,9,7,79,2025-06-25,2025-07-02,24,2,NONE,Security-sensitive,Backend,Python
T012662,E00124,P00526,Patch vulnerable dependency,Documentation,Medium,High,Done,5,20,17,100,2026-01-21,2026-01-30,15,2,NONE,Internal improvement,DevOps/Cloud,Linux; DevOps
T012663,E00307,P00900,Optimize search endpoint,Design,Low,Medium,To Do,3,27,5,0,2026-01-04,2026-01-09,2,2,NONE,High visibility,Frontend,Git; JavaScript
T012664,E00348,P00579,Reproduce production defect,Research,High,Critical,Done,11,99,144,100,2024-04-10,2024-05-06,4,2,NONE,Support handoff required,Data/AI,Automation Testing
T012665,E00302,P00601,Validate release candidate,Bug Fix,Low,Critical,In Progress,1,10,11,18,2025-01-28,2025-02-02,20,2,T009305,Automation opportunity,Quality/Security,Testing; Java
T012666,E00359,P00874,Investigate suspicious login events,User Story,Medium,High,Done,6,42,34,100,2023-10-22,2023-11-06,9,2,NONE,Internal improvement,Backend,Git; Docker
T012667,E00107,P00318,Build reporting module,Research,Low,Critical,In Review,3,33,24,82,2024-02-09,2024-02-18,7,5,T007959,High visibility,Data/AI,JavaScript
T012668,E00218,P00422,Refine mobile navigation flow,Feature Development,Low,Low,To Do,3,30,26,0,2025-04-26,2025-05-03,5,4,NONE,Automation opportunity,Backend,React
T012669,E00079,P00319,Create weekly operations report,Research,Low,High,In Progress,2,20,23,26,2024-10-23,2024-11-01,9,1,NONE,Security-sensitive,Data/AI,Data Science
T012670,E00479,P00770,Build order management API,Deployment,Medium,Low,In Review,5,30,17,95,2024-09-05,2024-09-08,5,0,NONE,Performance critical,DevOps/Cloud,Laravel; Node.js; Angular
T012671,E00232,P00870,Define release scope,Research,Medium,Medium,To Do,7,84,81,0,2023-06-05,2023-06-19,3,4,NONE,Client-facing deliverable,Data/AI,Data Analysis
T012672,E00272,P00430,Optimize search endpoint,Research,Low,High,In Progress,2,20,27,31,2024-12-30,2025-01-09,3,4,NONE,Support handoff required,Data/AI,SQL; Git
T012673,E00101,P00449,Clean transaction dataset,Research,Low,Low,Done,3,30,22,100,2026-03-06,2026-03-14,5,4,T002346,Client-facing deliverable,Data/AI,AWS; MongoDB
T012674,E00163,P00447,Validate release candidate,Analysis,Medium,Medium,Done,7,42,42,100,2023-06-25,2023-07-01,2,5,NONE,Requires approval,Data/AI,Java; Automation Testing
T012675,E00320,P00555,Investigate suspicious login events,Design,Low,Medium,To Do,2,24,35,0,2024-01-31,2024-02-15,1,0,T003973,Internal improvement,DevOps/Cloud,Docker
T012676,E00248,P00159,Prepare project governance pack,Research,High,Critical,To Do,10,120,136,0,2025-07-23,2025-07-28,2,3,NONE,Automation opportunity,Data/AI,Data Analysis
T012677,E00157,P00843,Create responsive dashboard mockups,User Story,Medium,Critical,Blocked,8,56,40,36,2025-01-22,2025-02-03,2,0,NONE,Cross-team dependency,Backend,JavaScript; UI/UX Design
T012678,E00067,P00331,Conduct access review,Deployment,Medium,Medium,Done,6,60,66,100,2025-02-17,2025-02-24,4,1,NONE,Cross-team dependency,DevOps/Cloud,DevOps
